label,text,retweet_count
0,"do vaccines against pneumonia protect you against the new coronavirus? no. vaccines against pneumonia, such as pneumococcal vaccine and haemophilus influenza type b (hib) vaccine, do not provide protection against the new coronavirus. virus is so new and different that it needs its own vaccine. although these vaccines are not effective against -ncov, vaccination against respiratory illnesses is highly recommended to protect your health. can we band travelers coming here from the hot spots can we ban the use of that happy lung clip art?",14
0,everyone please wash your hands with soap and refrain from physical contact as much as possible! can the virus that causes covid-19 be transmitted through the air? studies to date suggest that the virus that causes covid-19 is mainly transmitted through contact with respiratory droplets rather than through the air. see previous answer on how does covid-19 spread?,0
1,"sorry, mark zuckerberg is not giving $4.5 billion to random facebook users . what idiots actually believed that he was? got suckerberged ouch no , only to me.",96
1,"reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings) see the pattern dems. drive people to madness killers they are hey i'm starting to see a trend there with those numbers. can you spell democrap? by the numbers islamist muslims kill obama faith deadlier then obama ! i am sure the hateful, divisive, us vs. them rhetoric from wasn't a factor./sarc off""hope and change"" maybe they aren't totally accurate. but we weren't having these kinds of convos pre-2008z this isnt evidence, it's correlation according to liberal math there's been this year, so it's even worse if you add murdered feelings. liberallogic so it's obama's fault people are insane? how about the numbers in the workforce breakdown too?? terror will continue to reign as long as good men do nothing. obama has to be a plant to destroy america its hard not to give excuses to anyone, but social cohesion must be part of it. obama divides. boy this info is enlightening. the most divisive president in us history has quite a legacy with this stat. it's still all the fault of pres. bush global warming has gotten worse. i'm sure that's why obama's number is so high. right? nice visual!! and yet liberals continue to support our dick-tator in chief. this is not coincidental but orchestrated. link to the source of these stats? are you trying to say it's reagan's fault? what analysis wow! lol. well... if that is true, that is a crazy statistic never let a crisis go to waste. ok, but what are the golf handicaps of each president? only stats this idiot is interested in! i'm waiting to hear pres. obama spin the mass shooting stats [on his watch] as caused by climatechange. interesting since reagans time, the numbers have unfortunately increase, why? he's a muslim i'd love a source on that. also, wasn't the awb during clinton and bush2? just like the stock market does better with dem president fact, this is merely coincidental. ovamit's climate change - disarm america and let the terrorists rain bullets and bombs. the establishment of no gun zones created this disaster obama is bad omen more than an ""omen"" he is a puppet of evil - pure n' simple. his legacy will be alot of blood shed at home correlation =/= causation right on plan to destabilize the nation. out of curiosity, what's the source of those numbers? is there a democrat problem? do not be deceived. there are possible motives. ) gun control ) police state not over yet,still counting ... with sticker gun laws and shooting. i wonder why? protect nd amend. did they change the definition of mass shootings ? i'm sure this will be labeled workplace violence. obama = hate race religion gender himself? the entitlement of the right. have their beliefs and position questioned and they lose their shit.this happens when congress blocks rational gun control. mass shootings boost gun sales &amp; nra lobbyists. cause there wasn't much social media like there is today i'm thinking poor real economy colliding with entitled kids + social media = an abundance of a**holes what would they do if we said we want to keep our guns to combat climatechange and the madness it's creating?. step it up, ronald wonder what the makeup of congress looked like... correlation is causation not surprising - those presidents had a gun control act which was struck down in tcot enter in causalties of war. may even the playing field go back to your safe zone. we'll take care of everything. as usual. thank you for this, i was going to look this up. i knew it was much higher, but had no idea it was this high!! that's a pretty crazy, sad stat. reagan should have *attempted assassination impenetrable lawgic. ..wow..the mass killer prez for sure..there's b0's legacy.. almost all after changes in expanded definition, and increase in more restrictive laws. thanks libs. i'll keep mine thanks. the common denominator is obama when it comes to death in america when he is gone we can begin to rebuild usa source? what variables are you comparing? statistics are pointless without meaning? lol so what are you saying? if mccain/romney were president, the number would be much less?? why the increase under o ? o &amp; his injustice dept. will not pursue death penalty for punishment of criminals a pertinent comment on the increased violence under an islamic-inclined president, very interesting. a breakdown by race might explain some things. alleen de laatste doet er iets aan. dat is verschil en media duikt op alles!! seriously we have three guns and i don't. ammo is expensive. all a bunch of bs because that evil, sick funk muslim potus likes it !links to democrats and a islam are rampant! channa, when you call the police do you tell them to not bring their guns? don't be a hypocrite of these were work related violence. p-value less than .05, i believe there's a significant difference. what is the appropriate response to sabotage? wow it's interesting how global warming has driven islamic terrorists in america &amp; our president mad. , most of which were in gun free zones! political-based? accidental? planned? makes me wanna go buy another + guns w/ammo;look like a cannon coming! maduro ? fidel ? obama has encouraged mass shootings by politicizing them. also by being useless defending against terrorism. oops. the relevant number? gun homicides annually. . dropping steadily.no, cultural rot &amp; o works to disarm law abiding citizens while making others soft targets!",1476
0,"myth-08: can spraying alcohol or chlorine all over your body kill the new coronavirus? no. spraying alcohol or chlorine all over your body will not kill viruses that have already entered your body. spraying such substances can be harmful to clothes or mucous membranes. /nmyth-09: do vaccines against pneumonia protect you against the new coronavirus? no. vaccines against pneumonia, such as pneumococcal vaccine and haemophilus influenza type b (hib) vaccine, do not provide protection against the new coronavirus. /nmyth-10: can regularly rinsing your nose with saline help prevent infection with the new coronavirus? no. there is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus. /nmyth-12: does the new coronavirus affect older people, or are younger people also susceptible? people of all ages can be infected by the new coronavirus (2019-ncov). /nmyth-13: are antibiotics effective in preventing and treating the new coronavirus? no, antibiotics do not work against viruses, only bacteria. the new coronavirus (2019-ncov) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment. /nmyth-14: are there any specific medicines to prevent or treat the new coronavirus? to date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-ncov). source: /n",0
1,"disney are making their first movie to feature two gay princes who fall in love, amazing. oh my god are you serous ? really?? thats awesome ! whats the movie called? awww how sweet is this true? btw, what's your take on perez's recent ""i love louis tomlinson? "" are you serious is this real well that's a positive move if disney are cool with it then the rest of the world will follow surely x i've got the perfect candidates for it *wink wink*: disney are making their first movie to feature two gay princes who fall in love, amazing. haz and lou : disney are making their first movie to feature two gay princes who fall in love, amazing. yes: disney are making their first movie to feature two gay princes who fall in love, amazing. wow thankyou is this real is this true i'm ok with it if ur ok with it. prob was, shouldn't the target audience be much, much older??? are you serious omfg. yaaas that's amazing &amp; about damn time! oh my god i need to go to the premier: disney are making their first movie to feature two gay princes who fall in love, amazing. finally!: disney are making their first movie to feature two gay princes who fall in love, amazing. wh: disney are making their first movie to feature two gay princes who fall in love, amazing. oh my god: disney are making their first movie to feature two gay princes who fall in love, amazing. oh my god what: disney are making their first movie to feature two gay princes who fall in love, amazing. tf: disney are making their first movie to feature two gay princes who fall in love, amazing. i love disney for a reason: disney are making their first movie to feature two gay princes who fall in love, amazing. source? awesome though really? omg finally: disney are making their first movie to feature gay princes who fall in love, amazing. im throwing a party ur all invited: disney are making their first movie to feature two gay princes who fall in love, amazing. : disney are making their first movie to feature two gay princes who fall in love, amazing.yes fucking bless: disney are making their first movie to feature two gay princes who fall in love, amazing. pls tell me this is true!!! : disney are making their first movie to feature two gay princes who fall in love, amazing. i just: disney are making their first movie to feature two gay princes who fall in love, amazing. for real omg: disney are making their first movie to feature two gay princes who fall in love, amazing.this is amazing: disney are making their first movie to feature two gay princes who fall in love, amazing.is this real are their names going to be harry and louis? that would be incredible, don't you think?",253
0,sir when the sbi clerk prelims result declared ??? sir please tell us at least give us some hope because now i'm in depression and many candidates too.... sir at least tell us which month we can expect the result or--at least declare mains exam dates and sir i regularly check sbi careers page last months please sir it's a humble request please declare sbi clerk pre result please sir .........,0
1,"today removed a debate poll where over % were for demdebate clintonnewsnetwork cnn put the poll back up rt and flood twitter and fb feelthebern a joke more concerning: % of people think jim webb won. for me, clinton is more plastic than a barbie doll and i don't believe a word she says.",373
0,health watch series: coronavirus can covid-19 be caught from a person who has no symptoms? skmch coronavirus coronavirusupdates coronavirusoutbreak covid yes,17
1,"fukushima: highly radioactive water seeping into the ocean more flavor oh yeah? hmmm..: fukushima: highly radioactive water seeping into the ocean guess no more sushi for a while caps means srs bizns ... hey.. where is the product of thousand dollars? well that can be problematic woo hoo! godzilla!! yeesh. setup for the new godzilla movie?rtv: fukushima: highly radioactive water seeping into the ocean : fukushima: highly radioactive water seeping into the ocean "" sharkafterdark sharkweek this makes me incredibly sad for it is a harbinger of horrors to come.: fukushima: highly radioactive water seeping into the ocean scary reality check ah-ha! there's ur megalodon, sharkweek &amp; !this is so upsetting cause its preventable': fukushima: highly radioactive water seeping into the ocean ! fin du nuclaire!??? "": fukushima: highly radioactive water seeping into the ocean "": fukushima: highly radioactive water seeping into the ocean just awfulgodzilla : fukushima: highly radioactive water seeping into the ocean they are gonna get those whales one way or another!: fukushima: highly radioactive water seeping into the ocean ude, wtf japan? : fukushima: highly radioactive water seeping into the ocean but but, they said nukes were safe! i dont want to believe you! bad bad what's life: fukushima: highly radioactive water seeping into the ocean take a second and readrt : fukushima: highly radioactive water seeping into the ocean nuclear energy - great power source. but a big mess if f*cked up. in other news, new types of fish were discovered today. scientists are still unsure of their origins.: fukushima: highly radioactive water seeping into the ocean",313
1,opkkk: anonymous to reveal identities of ku klux klan members make it so it's a palindrome anything coming out of canada? we have a huge pack of crackers that need unhooding.,110
0,what is covid ?,0
0,"someone please explain to me coz i might be missing something, is covid airborne or passed by touch or both? only conflicting advice given, wash your hands (suggests touch based) wear face masks etc (suggests airbourne) so confused right now thank you carol",0
0,"q. are pregnant women at higher risk from covid-19? at present, there is no data to suggest that pregnant women at higher risk of getting the covid19 infection. neither do we have any data to suggest that pregnant women develop a more severe infection. (contd...)however, pregnant women do need to be more cautious. healthcare workers who are pregnant may avoid working with covid19 positive patients till more data is available on the same. covid19faq",0
1,texas plumber sues car dealership after his truck winds up in isis video: eh jui mort but those guys arent isis from what i understand? there's no one shooting that cannon. photoshop?,171
0,"can spraying alcohol or chlorine all over your body kill the new coronavirus? no. spraying alcohol or chlorine all over your body will not kill viruses that have already entered your body. covid19 mythbusters regularly rinsing your nose with saline help prevent infection with the new coronavirus? no. there is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus. covid19 mythbusters vaccines against pneumonia protect you against the new coronavirus? no. vaccines against pneumonia, such as pneumococcal vaccine and haemophilus influenza type b (hib) vaccine, do not provide protection against the new coronavirus. covid19 mythbusters eating garlic help prevent infection with the new coronavirus? there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus. covid19 mythbusters the new coronavirus affect older people, or are younger people also susceptible? people of all ages can be infected by the new coronavirus (2019-ncov). covid19 mythbusters antibiotics effective in preventing and treating the new coronavirus? no, antibiotics do not work against viruses, only bacteria. covid19 mythbusters there any specific medicines to prevent or treat the new coronavirus? to date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-ncov). covid19 mythbusters",0
0,"we will not be able to continue easing restrictions if scenes like last night continue to happen. they threaten the health of people in wales and undermine the sacrifices the majority of people have made during this ongoing crisis. step down you ego maniac, labour failing wales as much as i want the restrictions to ease i think our government is doing a far better job than boris and his band of merry idiots. i agree with some of the restrictions, going down the beach is daft , but drakeford is not helping the economy, its gone political now the welsh budget to fight coronavirus the most generous business support package anywhere in the uk with rate relief / grant support worth over bn, and a m economic resilience fund going beyond assistance offered in england, based on the needs of the welsh economy. but the money is from westminster what is your plan then jason? do you want to open everything and let the virus just affect everyone? herd immunity? by the way, i pay my taxes for the welsh government. i never said open everything up ?? but the scientists have said the end of a pandemic, will be through heard immunity?? it sure what you mean by taxes i would say most people don't support herd immunity. even the pm gave up on this when he realised that could lose their lives. we lost a friend few weeks ago and it was really tough. our taxes pay for everything, including welsh govt. yes and we'll pay hell of a lot more to wales compared to england to pay for the dead economy after this lockdown herd immunity then?",1431
0,"the county is reporting record-high numbers of new covid-19 infections for a third day in a row. woot! herd immunity! what is the county worried about???? some people, myself included, have auto immune diseases, or like myself dont have an immune system at all. the common cold could kill us. so i guess our lives dont matter to you? to add to that, more cases keep adding up which means im forced to remain at home making significantly less income on temporary disability because yall cant stop having brunch with your friends. care about other people. stop being fucking selfish it's faster to google ""how does herd immunity work"" than to just keep posting tweets that show you don't understand it at all",46
0,"china, failing against the virus, is cracking down on those who tell its horrors. citizen journos have gone missing. the indian economy is bracing for impact, your medical bills may go up. and should you be taking flights? the most comprehensive coronavairus coverage gravitas how long does the virus survive on surfaces? i got this from a friend. very informative.",12
0,"the new coronavirus cannot be transmitted through mosquito bites fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona effective are thermal scanners in detecting people infected with the new coronavirus? fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona spraying alcohol or chlorine all over your body kill the new coronavirus? fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona there any specific medicines to prevent or treat the new coronavirus? fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona antibiotics effective in preventing and treating the new coronavirus? fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona the new coronavirus affect older people, or are younger people also susceptible? fakenews factcheck fake fakebuster hoax hoaxorfact hoaxnews spam factcheckindia viralnews fakeviral fakecorona",0
0,"sunday psa, please read and share. what is herd immunity in ontario for covid? based on calculations, about % with only in cases of covid detected. only % of population has had exposure = no herd immunity and must be careful!!perhaps you think these calculations are theoretical and don't matter. but they align very well with what swiss researchers have found-- cases for every case detected. most of the population of geneva remains unexposed despite large case number. your hands, wear masks, keep as far away from others and limit interactions. all these actions will help to keep you, your family, your neighbours, and our healthcare system healthy!!so children are usually considered 'vectors of disease' and everyone believes that kids spread germs. but is this true for covid? could it be that kids are not the superspreaders we think they are? summary work from irish health technology group here... a link to the report they have published here going on with younger kids? are they breathing less volume on people (yes, they are smaller)? talk less forcefully? do they have less prolonged interaction with others compared to older kids? or is there something fundamentally different in their immune response?well it looks like policies aimed at kids may have a lesser impact on transmission of coronavirus infections. implications for school openings. kids hospital in agreement. ""kids are not the super-spreaders""",1
0,"sugarhill gang's big bank hank dies at from cancer only x nicki minaj now on itunesxx: sugarhill gang's big bank hank dies at from cancer used to listen to them while working the carnival rides in vancouver one ride i remember the flying bobs and we all sang their musicrip bigbankhank rt sugarhill gang's big bank hank dies at from cancer rip big hank,descanse em paz!: sugarhill gang's big bank hank dies at from cancer rest in paradise rip rip r.i.p bighank r i p so young. wow.: sugarhill gang's big bank hank dies at from cancer thoughts and prayers go to his family and friends: sugarhill gang's big bank hank dies at from cancer my dad is going to be devastated: sugarhill gang's big bank hank dies at from cancer rest in rappers delightfeatured here with the robinson crime syndicate. rip rt : sugarhill gang's big bank hank dies at from cancer sorry big hank, sing that song: sugarhill gang's big bank hank dies at from cancer",232
1,"that old ""banksy arrested"" hoax is back. don't buy into it. : that old ""banksy arrested"" hoax is back. don't buy into it. ah man i got tricked! pues que es mentira, no lo agarraron: that old ""banksy arrested"" hoax is back. don't buy into it.",100
1,banksy has not been arrested: internet falls for hoax report: : banksy has not been arrested: internet falls for hoax has if thank god: internet falls for hoax banksy arrest report: mensch taken inagain!!!: banksy has not been arrested: internet falls for hoax report: haven't had my coffee yet. i attribute it to monday morning. thank you sir. of only they locked up mensch now that would be good news thanks detective : banksy has not been arrested: internet falls for hoax report: so good to hear!!,162
0,"covid-19 virus can be transmitted in areas with hot and humid climates from the evidence so far, the covid-19 virus can be transmitted in all areas, including areas with hot and humid weather. covid19 coronaviruspakistan absolutely right",0
0,"white house is aglow in the colors of the rainbow celebrating the supreme court's same-sex marriage decision. thefaghouse poop dick for everyone! disgraceful. tasteless. just like this pos administration absolutely sickening. i hope those are led lights. we must remember our carbon footprints.; i love all the pissed off people tweeting. it makes it so so funny. disgusting! i'm as offended at this picture as if it were a confederate flag. saddayforamericajust joshing , we can see how delighted megyn kelly is! gayandbalanced no respect for the white house actually it is fitting. the white house is full of rainbow warriors and not military warriors. feds overreaching once again. let the states decide. i guess it really isn't ""our"" house any longer, thanks to bho! perfect target... should god decide to throw a lightening bolt at it! divider-in-chief gloats again kellyfile can't wait until the prestige, a coat/tie &amp; presidential decorum is brought back to that office "" brilha com as cores do arco-ris, celebrando a deciso da supremecourt do casamento entre pessoas do mesmo sexo"" % of the population gets % attention. where's my equality being in the %? i'd expect nothing less from this ""all about me"" administration what's next? must be a coming out party for god help us.....for we are a nation that has turned away. sodom and gomorrah crazy! love love love it!! suck it bigots! except you live in america so he is your president why elect a potus when its clear the court runs the show. shameful we take a flag down because it's ""offensive"", but we do this the same week? agree with the vote, but not lighting up the white house like this. this administration keeps sinking lower and lower the country is swirling in the bowl, and it's not 1 will white house shine the lights of red white and blue on itself this friday? doubt it. seriously you're trotting out the guy from frc who hired josh dugger to talk about morality? seriously? damn .. so filthy get over it this is sickening obama is solidifying his legacy as the worst president the country has ever seen. disgraceful. paying for this? who authorized it? a direct offense to god and this country! god have mercy on this country! hmm ""oh golly gee?"" i've never been so ashamed to be an american i bet heaven is not aglow with lgbt colors! you have got to be shitting me !! she looks like she's trying to hold in a fart. this is shameful this is the people's house does not need to be politicized hark! for soon the rain of lava will be upon us! hurry to your bunker and choose which goat you will sacrifice! ok...decision was made....isn't there anything else they can be concerned with now? is president obama gay? i think he is an abomination. the rainbow lights are absolutely despicable! how low can this once great country go? disgusting is there a check off on my irs form for my tax $ to pay for clear bulbs? wow! so proud to be an american right now. love conquers hatred enough already did the red white and blue ever shine on the white house! sad sad day for our country. the rainbow was gods' sign to noah that he would never again destroy the earth with a flood. next time...it will be fire (2pet3:7) - sick! when gods wrath strikes this country- no complaining. america is doomed sick what a sophomoric pos lives there...oh him. oh! for a minute i thought it was bob marley's birthday seethe on, bigots! comments prove that america may be big and powerful, but the puritan streak prevents it from being great.those are the colors of inclusion, . sorry you can't, don't, or won't see that. lovewins really couldn't care less if gays marry. do care that state's rights have been replaced by opinion of scotus. this isn't freedom. obama does not let me practice my religion. and he damn sure won't ever take it away appropriate lighting for the circus act taking place inside. lol! poor fox news stay classy white house. did my tax dollars pay for the labor and lights on the white house? i thought gov. building belong to all the people? that was the rational for taking down the confederate flags.. i'll be so glad when he's out. they really are poking aren't they? degenerates. is that really appropriate if not all americans agree? where is the down-vote option in twitter when i need it. it looks like they adr advertising a ""big gay throwdown rave"" tonight. god put a rainbow in the sky after he destroyed evil people with a flood.: disgraceful. tasteless. just like this pos administration lovewins really??? wtf?? they are % of the population! this is a sad day for america. these people are sick!! obama is a joke! however, its not very funny!! wow. you should all be embarrassed. waste of electricity you've got to be kidding me. wtf i think your post deserves some love &amp; positive vibes. scotus is on the right side of history lovewins godislove  obama just put his middke finger to god. now may god strike down that white house. that's just jv why not red white and blue to honor troops? america? doesn't seem like it! i am at a loss for words!!! wow...i have no words for this. "": white house is aglow in the colors of the rainbow celebrating the supreme court's same-sex marriage decision."" u.s.isfuckedup this is a slap in the face to those of us who find this offensive. shameful administration. really? rainbow whitehouse? not enough the rewriting of the constitution by a branch that is only to interpret the law as written. colored lights white hse, oh goody, is it called candy hse now?!?? disgusting!!!! supports lgbt rt this lightening is wrong,the white house belongs to all the ppl not just a small group the white house is full of people who have no problem offending christians, but is afraid of isis and has no stradegy for it. you got to be freaking kidding me! the symbol colors of homosexuality are being splayed out over the ""people's house""? unreal! superb i love how angry you and your lot are getting. lovewins we have fought for this for so long. be rid of, homophobic losers disgusting. an act instituted by jehovah god has become unclean by those who choose to follow their own sinful path. sickening you are not a real person surely? hahahaha be honest did you enjoy it when your step dad touched you in the name of jesus. ""indoctrinated""? children who grew up in coservative households later get their own views you fools are ignorant! this isn't ok but it's ok to decorate it for christmas? bigots pout for them megyn! the white house is now competing with the empire state building for most the controversial light display? sick oh hoped rainbow was sign wh finally decided to follow yhwh's desires remembering consequences of not instead opposite let he without sin cast the first stone......",214
0,"it is totally made up. more than half of cv deaths have occurred in nursing homes. the avg. age of the deceased is over . over % of cases (based on serology tests and estimates) are mild or asymptomatic. what is wrong with people? mild also includes people that have trouble breathing, but dont require hospitalization, along with flu-like symptoms. not something you want to go through knowing there may not be a hospital bed available if you suddenly need to go. where did you get your percentages? also, only % are considered mild. the rest go to a hospital.",0
0,"q: is there a treatment for a novel coronavirus infection? a: there is no specific treatment for disease caused by a novel coronavirus. however, many of the symptoms can be treated and therefore treatment is based on the patients clinical condition to handwash? use and water for at least -60 seconds how to handrub? use alcohol-based handrub for -30 seconds coronavirus others from getting sick: completely cover your mouth &amp; nose with a tissue or a sleeve or flexed elbow when coughing or sneezing coronavirus throw the used tissue into a closed bin immediately after use clean hands with soap and water or alcohol-based handrub after coughing or sneezing and when caring for the sick coronavirus others from getting sick: avoid close contact when you are experiencing fever and cold or flu-like symptoms . avoid spitting in public. seek medical care if you have a fever , cough and difficulty breathing. coronavirus yourself from getting sick: avoiding unprotected contact with sick people (including touching ones eyes, nose or mouth) and with live farm or wild animals coronavirus yourself &amp; others from getting sick: practice foodsafety coronavirus foodsafety: use different chopping boards &amp; knives for raw meat and cooked foods. wash your hands in between handling raw and cooked food. coronavirus foodsafety: sick animals and animals that have died of diseases should not be eaten. coronavirus foodsafety: even in areas experiencing outbreaks, meat products can be safely consumed if these items are cooked thoroughly and properly handled during food preparation. coronavirus in wet markets? here are tips to stay healthy wash hands with soap &amp; water after touching animals and animal products avoid touching avoid contact with sick animals and spoiled meat avoid contact with stray animals, waste &amp; fluids in market coronavirus in wet markets? here are some tips to stay healthy: frequently wash your hands with soap and water after touching animals and animal products. disinfect equipment and working areas at least once a day. coronavirus in wet markets? stay healthy: wear protective gowns, gloves and facial protection while handling animals &amp; animal products remove protective clothing after work, wash daily &amp; leave at the work site avoid exposing family members to soiled work clothing &amp; shoes",4036
0,"are there any specific medicines to prevent or treat the new coronavirus? to date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-ncov). khktcoronacampaignare however, those infected with the virus shd receive appro. care to relieve &amp; treat symptoms, and those with severe illness shd receive optimized supportive care. some specific treatments are under investigation, and will be tested thru clinical trials. khktcoronacampaign",2
0,here's that dramatic video via of shots fired inside parliament building: ottawa shooting: here's that dramatic video via of shots fired inside parliament building: why does this idiot think it's ok to follow the police during a armed man hunt?,80
1,"breaking news campaign donations link top gop contenders to dylannroof. tedcruz returns $8k. strongly suggest you not pair the image of the killer with a gun next to pictures of the people he killed. i'd retweet but can't in good conscience due to side by side pics. disrespectful of victims everybody knows they are kkk members..gop blood suckers what's sick, is the message these groups are pushing? what's sicker? repubs sucking up to them, &amp; getting in bed w/ them i dont see the big deal of the pic! it's just informative! tho i wish they were alive and dylannroof the killer dead! expose the contributors......name names! that would be a good start. this all escalated the day bo was inaugurated!!!! hey ted mayhaps you should check before accepting the check. duh how can they be surprised their followers include murderous gun loving racist anarchists? it's what they preach. please consider in your reporting wow the only reason they support bibi is because he is a war monger cruz returns the money back to the nazi hate group. when he should have given it to a victims fund. if your enemy is self-destructing, don't get in the way. i could not agree w. you more thank you for saying it ~",202
0,"the sugarhill gang's big bank hank has died at : g, it's on u so watcha gon do : the sugarhill gang's big bank hank has died at : he died of cancer.: the sugarhill gang's big bank hank has died at : rip : the sugarhill gang's big bank hank has died at : : : the sugarhill gang's big bank hank has died at : : the sugarhill gang's big bank hank has died at : very sad: the sugarhill gang's big bank hank has died at : ! : the sugarhillgang 's big bank hank has died at : bummer.",131
0,"you do realise that it takes at least -3 weeks for any measures to make a difference right? ok, another twitter expert it seems. have a word with the cmo, hell probably be well pleased with your input aren't you the twitter expert? you clearly think that you know better than the science supporting the action of governments globally? no. i observed that the measures italy have put in place havent seemed to have made a difference. i havent made any statements about how long measures take. you have. ok well you should probably read this then you may learn why they are having such issues in italy. thats virtually the same advice on the gov website. its just a q&amp;a. it doesnt explain why italy are having issues as i said incubation period is -14 days. italy has been locked down since the th march (13 days) there will be cases coming in since before that. people won't be in hospital from day of symptoms. time delay is the killer here. by the time it's visibly bad it will be too late. ah ok. and where can i find all that information on the link you gave me? under the ""how long is the incubation period for covid-19?"" section? right ok, so if the measures in italy are successful then the death rate should be falling drastically over the next days? hopefully... although you would also need to know how long people are showing symptoms before they die. point is we can't wait and need to try everything we can to stop the spread. otherwise the nhs will be on its knees. italy has more hospital beds per capita than us.",0
0,. how effective are thermal scanners in detecting people infected with the new coronavirus? . cold weather and snow cannot kill the new coronavirus. . covid-19 virus can be transmitted in areas with hot and humid climates . drinking alcohol does not protect you against covid-19 and can be dangerous . being able to hold your breath for seconds or more without coughing or feeling discomfort does not mean you are free from the coronavirus disease (covid-19) or any other lung disease. . you can recover from the coronavirus disease (covid-19). catching the new coronavirus does not mean you will have it for life. . exposing yourself to the sun or to temperatures higher than c degrees does not prevent the coronavirus disease (covid-19) . g mobile networks do not spread covid-19,0
0,"brain teaser: assume that % of the population has covid19 antibodies, and the serology test has a % accuracy (specificityensitivity=0.95). what is the probability p that i have antibodies if i test positive? (for bonus points explain your answer in comments) hint: thomas bayes would be of great help strict inequalities. prior and likelihood neutralize each other exactly not needed to respond the teaser. p(covid=y)=0.05 p(test=y)=0.095 p(test=y|covid=y)=0.95 i'm taking my chance and not reading the other replies beforehand. it's /50! we have two random binary variables: tst (good test) and atb (antibodies present). plus one observable: res(ult). given same specificity and sensitivity, we can assume both vars are independent (?) thus, among four possible combinations of tst x atb, we have two that lead to resitive, i.e., (tst and atb) or (not tst and not atb). p(tst,atb)not tst,not atb)=0.0475. so, /50 between these two possibilities. % hence the answer is the ""tricky"" d) (which i did not get, because i wasn't watching for strict inequalities and thought i was picking ""greater than or equal to but less than "") =50%. could use bayes, but ppl don't understand that so do example: suppose k ppl tested. at % incidence have antibodies, don't. .95*500 = true positives. *9500 = false negatives. fn = tp so you have no idea which of the two sets you are in so person trial. are positive. negative. /380 of the negative test negative. /20 of the positive test positive. but /380 negative test positive. any positive test is /50 a true positive or false negative. if you are a frequentist. if you are an hypochondriac bayesian and you work in an hospital with covid-19 patients, i.e., p(antibodies) &gt; , then the probability shifts towards . if you apply bayes you get the same result. of course, things change if you change the prior, but that is unrelated to frequentist vs. bayesian. if i test positive i am either a fp or a tp. the number of fps is the number of negatives (95% of pop.) x the chance of misclassifying them (5%). the number of tps is the number of positives (5% of the pop.) x the chance of correctly classifying them (95%). hence, p=0.5. p(covid=y|test=y)= p(test=y|covid=y) p(covid=y) / p(test=y) ; / = cheeky answer categories! i'm always entertained by how similar bayes' theorem and base rate neglect have similar names and are related to each other. % one of my first go-to questions while interviewing data science candidates true positives (tp): .95*5% false positives (fp): .05*95% = tp p = tp/(tp+fp) = % but, here is the issue. i can say i have a magical prediction power. simply, i predict a negative result for everybody. and i win over the lab test.... but i have zero sensitivity! none of the above. it is %",11
0,what is covid__19 and how does it spread? - explained in hindi in a beautiful animation  ? indiafightscorona is covid__19 and how does it spread? - explained in assamese in a beautiful animation indiafightscorona is covid__19 and how does it spread? - explained in bengali in a beautiful animation indiafightscorona animation2d,2
1,breaking: malaysia airlines plane 'shot down' was carrying people down? : breaking: malaysia airlines plane 'shot down' was carrying people just awful!,107
0,"how can i grocery shop safely in the time of covid19? adakah ada syor oleh kkm bahawa barang yang dibeli di-sanitiasi/disabun terlebih dahulu di rumah? a few people around me would never keep their distance when i go shopping. hi kkm. apa punca berlakunya kluster pasar borong kl? dan ianya berlaku semasa tempoh pkp, betul? what about those who have no money to shop??!! pls do something. thank you no advice on cleaning purchased products? i thought viruses can live on food packaging from a few hours to even a few days.",539
